订单ID,订单日期,发货日期,配送方式,区域,省份,客户ID,客户名称,客户类型,产品类别,产品名称,单价,数量,折扣率,销售额,利润,利润率,销售员,支付方式
ORD-202500619,2025-09-21,2025-09-24,专线物流,华北,北京,C01086,李伟敏,个人消费者,电子产品,智能手表,6183.97,33,0.05,193867.46,-969.34,-0.005,孙磊,银行卡
ORD-202500987,2025-09-21,2025-09-24,京东物流,西南,重庆,C01072,周强勇,企业客户,家居用品,收纳盒,1997.58,10,0,19975.8,267.68,0.0134,刘洋,信用卡
ORD-202400129,2025-09-22,2025-09-28,标准快递,西南,重庆,C01014,朱强,教育机构,家居用品,台灯,2019.41,34,0.05,65226.94,12203.96,0.1871,陈静,信用卡
ORD-202400529,2025-09-22,2025-09-23,顺丰速运,东北,大连,C01010,马伟娟,个人消费者,家居用品,空气净化器,2506.46,44,0.2,88227.39,27553.41,0.3123,王芳,信用卡
ORD-202400951,2025-09-22,2025-09-26,标准快递,华北,石家庄,C01003,吴磊,个人消费者,办公用品,打印纸,7.55,47,0,354.85,28.71,0.0809,吴敏,信用卡
ORD-202400467,2025-09-23,2025-09-26,顺丰速运,西南,成都,C01186,吴艳,企业客户,电子产品,移动电源,2466.04,14,0.25,25893.42,-1457.8,-0.0563,周伟,对公转账
ORD-202400871,2025-09-23,2025-09-30,京东物流,华东,南京,C01036,张强,个人消费者,家居用品,暖风机,1302.64,16,0.3,14589.57,-938.11,-0.0643,刘洋,信用卡
ORD-202400204,2025-09-24,2025-09-26,标准快递,东北,哈尔滨,C01079,徐杰丽,教育机构,服装鞋帽,帽子,215.27,9,0.1,1743.69,-81.95,-0.047,陈静,微信支付
ORD-202400422,2025-09-25,2025-09-28,专线物流,华南,广州,C01196,刘勇勇,教育机构,电子产品,智能手机,5422.71,43,0.2,186541.22,32868.56,0.1762,吴敏,支付宝
ORD-202400969,2025-09-25,2025-09-28,自提,华北,青岛,C01050,杨磊,个人消费者,食品饮料,乳制品,42.79,47,0,2011.13,-161.49,-0.0803,刘洋,对公转账
ORD-202500929,2025-09-25,2025-09-29,顺丰速运,华东,合肥,C01141,黄静静,政府机构,服装鞋帽,T恤,766.2,36,0.05,26204.04,2450.08,0.0935,孙磊,银行卡
ORD-202400340,2025-09-26,2025-10-01,京东物流,华中,郑州,C01091,马超,政府机构,食品饮料,矿泉水,22.2,43,0.05,906.87,-89.78,-0.099,孙磊,对公转账
ORD-202400807,2025-09-26,2025-09-30,标准快递,东北,沈阳,C01178,朱伟艳,教育机构,食品饮料,饼干,27.59,4,0,110.36,7.7,0.0698,张明,微信支付
ORD-202500768,2025-09-26,2025-09-29,顺丰速运,西北,银川,C01139,徐磊娜,企业客户,服装鞋帽,T恤,109.74,8,0,877.92,22.65,0.0258,陈静,货到付款
ORD-202500909,2025-09-26,2025-09-28,标准快递,华中,合肥,C01153,陈勇磊,个人消费者,电子产品,智能手机,5152.21,42,0.1,194753.54,1635.93,0.0084,孙磊,微信支付
ORD-202400020,2025-09-27,2025-09-30,顺丰速运,西北,兰州,C01094,赵丽超,政府机构,电子产品,充电器,5188.41,20,0.2,83014.56,-7056.24,-0.085,刘洋,支付宝
ORD-202400365,2025-09-28,2025-09-30,京东物流,华东,宁波,C01186,吴艳,企业客户,办公用品,签字笔,458.39,8,0.15,3117.05,48.31,0.0155,孙磊,支付宝
ORD-202400930,2025-09-29,2025-10-03,自提,华东,合肥,C01066,王超,个人消费者,办公用品,笔记本,193.98,11,0.15,1813.71,190.8,0.1052,王芳,货到付款
ORD-202400733,2025-09-30,2025-10-07,标准快递,华北,石家庄,C01173,赵娟洋,政府机构,家居用品,收纳盒,579.71,48,0.3,19478.26,325.29,0.0167,孙磊,信用卡
ORD-202500111,2025-09-30,2025-10-06,标准快递,华南,广州,C01053,杨娜敏,企业客户,电子产品,智能手机,1266.53,8,0.25,7599.18,-428.59,-0.0564,张明,信用卡
ORD-202500475,2025-09-30,2025-10-03,顺丰速运,华东,合肥,C01100,张芳艳,政府机构,食品饮料,坚果零食,121.71,47,0.1,5148.33,-359.87,-0.0699,王芳,银行卡
ORD-202500758,2025-09-30,2025-10-05,京东物流,西南,昆明,C01010,马伟娟,个人消费者,服装鞋帽,背包,81.52,11,0,896.72,270.36,0.3015,郑丽,支付宝
ORD-202400893,2025-10-01,2025-10-02,专线物流,东北,大连,C01008,赵涛,个人消费者,电子产品,平板电脑,731.37,8,0.1,5265.86,-374.4,-0.0711,吴敏,微信支付
ORD-202400004,2025-10-02,2025-10-06,标准快递,东北,沈阳,C01125,刘涛强,教育机构,家居用品,空气净化器,1661.18,19,0.2,25249.94,7484.08,0.2964,郑丽,支付宝
ORD-202400220,2025-10-02,2025-10-05,顺丰速运,西北,兰州,C01020,朱伟涛,教育机构,食品饮料,果汁,20.97,7,0,146.79,-0.59,-0.004,赵强,对公转账
ORD-202500012,2025-10-02,2025-10-03,专线物流,西北,兰州,C01129,李强,企业客户,家居用品,扫地机器人,2053.94,10,0,20539.4,7127.17,0.347,郑丽,货到付款
ORD-202500048,2025-10-02,2025-10-03,京东物流,华南,福州,C01047,赵勇娜,企业客户,食品饮料,坚果零食,178.27,41,0.2,5847.26,1542.51,0.2638,王芳,支付宝
ORD-202400013,2025-10-03,2025-10-09,标准快递,东北,长春,C01192,杨芳,企业客户,服装鞋帽,T恤,1254.05,16,0.1,18058.32,6298.74,0.3488,李华,信用卡
ORD-202400368,2025-10-03,2025-10-04,自提,华南,福州,C01180,刘丽,个人消费者,家居用品,扫地机器人,2065.65,7,0.05,13736.57,1950.59,0.142,李华,货到付款
ORD-202400532,2025-10-03,2025-10-08,京东物流,东北,大连,C01193,胡敏,个人消费者,服装鞋帽,帽子,809.65,39,0,31576.35,9128.72,0.2891,陈静,货到付款
ORD-202400705,2025-10-03,2025-10-05,专线物流,华东,苏州,C01110,刘强磊,教育机构,家居用品,空气净化器,2112.75,11,0,23240.25,1870.84,0.0805,王芳,银行卡
ORD-202400806,2025-10-03,2025-10-06,顺丰速运,东北,哈尔滨,C01134,朱超丽,企业客户,家居用品,台灯,1436.52,22,0,31603.44,8523.45,0.2697,郑丽,支付宝
ORD-202500721,2025-10-03,2025-10-10,京东物流,华中,南昌,C01068,赵杰娟,企业客户,服装鞋帽,围巾,1809.71,40,0.05,68768.98,23574.01,0.3428,张明,货到付款
ORD-202400530,2025-10-04,2025-10-08,专线物流,东北,哈尔滨,C01077,王超,政府机构,食品饮料,乳制品,163.39,48,0,7842.72,2163.02,0.2758,陈静,货到付款
ORD-202400984,2025-10-04,2025-10-09,专线物流,华东,上海,C01123,吴丽娟,教育机构,电子产品,耳机,5902.25,22,0,129849.5,-1168.65,-0.009,王芳,信用卡
ORD-202500671,2025-10-04,2025-10-09,顺丰速运,华东,宁波,C01188,赵娜,企业客户,办公用品,文件夹,90.17,11,0.05,942.28,218.51,0.2319,赵强,微信支付
ORD-202500989,2025-10-04,2025-10-10,顺丰速运,华东,杭州,C01179,黄洋,个人消费者,电子产品,充电器,1702.47,4,0.1,6128.89,1971.66,0.3217,王芳,微信支付
ORD-202400232,2025-10-05,2025-10-11,京东物流,西南,贵阳,C01040,胡勇,政府机构,食品饮料,果汁,82.25,41,0.25,2529.19,358.89,0.1419,刘洋,支付宝
ORD-202500434,2025-10-05,2025-10-09,顺丰速运,西北,乌鲁木齐,C01011,胡磊芳,政府机构,家居用品,台灯,2001.69,10,0.2,16013.52,-901.56,-0.0563,吴敏,信用卡
ORD-202500557,2025-10-05,2025-10-09,标准快递,西南,成都,C01093,朱伟丽,企业客户,食品饮料,坚果零食,79.22,8,0,633.76,-11.72,-0.0185,李华,支付宝
ORD-202400449,2025-10-06,2025-10-12,顺丰速运,华东,宁波,C01014,朱强,教育机构,服装鞋帽,帽子,288.18,31,0.1,8040.22,-85.23,-0.0106,赵强,支付宝
ORD-202500127,2025-10-06,2025-10-12,专线物流,华东,杭州,C01146,赵娜,企业客户,电子产品,移动电源,1167.47,1,0.1,1050.72,261.1,0.2485,陈静,支付宝
ORD-202500762,2025-10-06,2025-10-07,标准快递,西北,西安,C01193,胡敏,个人消费者,办公用品,笔记本,228.67,35,0.25,6002.59,636.27,0.106,吴敏,货到付款
ORD-202400256,2025-10-07,2025-10-13,自提,华东,合肥,C01051,张磊娟,个人消费者,服装鞋帽,外套,1838.99,5,0,9194.95,3206.28,0.3487,李华,微信支付
ORD-202500162,2025-10-07,2025-10-12,专线物流,西北,银川,C01169,周勇静,政府机构,服装鞋帽,围巾,286.42,34,0,9738.28,1686.67,0.1732,吴敏,对公转账
ORD-202500197,2025-10-07,2025-10-08,自提,华东,合肥,C01037,孙洋,企业客户,家居用品,收纳盒,2598.54,32,0.3,58207.3,727.59,0.0125,吴敏,对公转账
ORD-202500268,2025-10-07,2025-10-08,京东物流,西北,乌鲁木齐,C01119,胡涛,教育机构,服装鞋帽,帽子,1088.39,15,0.15,13876.97,1702.7,0.1227,王芳,信用卡
ORD-202500588,2025-10-07,2025-10-12,京东物流,华北,北京,C01084,王芳,个人消费者,食品饮料,坚果零食,68.81,40,0.2,2201.92,123.53,0.0561,张明,银行卡
ORD-202500467,2025-10-08,2025-10-10,京东物流,华北,青岛,C01136,张磊静,企业客户,办公用品,白板,311.15,40,0,12446.0,2110.84,0.1696,陈静,银行卡
ORD-202400480,2025-10-09,2025-10-13,顺丰速运,华东,南京,C01179,黄洋,个人消费者,服装鞋帽,T恤,672.67,37,0,24888.79,1172.26,0.0471,张明,微信支付
ORD-202400014,2025-10-10,2025-10-16,京东物流,东北,沈阳,C01015,刘洋杰,企业客户,食品饮料,咖啡,139.72,2,0,279.44,12.85,0.046,陈静,银行卡
ORD-202400450,2025-10-10,2025-10-14,标准快递,华北,北京,C01003,吴磊,个人消费者,家居用品,扫地机器人,850.02,8,0.15,5780.14,1474.51,0.2551,吴敏,对公转账
ORD-202500038,2025-10-10,2025-10-14,专线物流,西南,南宁,C01117,杨超,教育机构,电子产品,充电器,2354.74,27,0.05,60399.08,18.12,0.0003,李华,信用卡
ORD-202500256,2025-10-10,2025-10-14,标准快递,华中,郑州,C01011,胡磊芳,政府机构,办公用品,签字笔,346.05,16,0.25,4152.6,648.22,0.1561,陈静,银行卡
ORD-202500390,2025-10-10,2025-10-11,京东物流,华北,太原,C01016,陈静强,个人消费者,电子产品,耳机,2099.25,39,0,81870.75,27991.61,0.3419,王芳,支付宝
ORD-202500963,2025-10-10,2025-10-15,顺丰速运,华北,北京,C01181,杨洋,企业客户,食品饮料,茶叶,11.63,32,0,372.16,90.88,0.2442,吴敏,微信支付
ORD-202400308,2025-10-11,2025-10-16,专线物流,西南,南宁,C01098,徐勇磊,个人消费者,电子产品,智能手表,7120.94,33,0,234991.02,68241.39,0.2904,周伟,银行卡
ORD-202400515,2025-10-11,2025-10-14,专线物流,华东,合肥,C01097,刘丽芳,政府机构,食品饮料,果汁,158.84,33,0.3,3669.2,1201.3,0.3274,张明,信用卡
ORD-202400942,2025-10-11,2025-10-12,自提,华东,宁波,C01142,马丽磊,个人消费者,家居用品,台灯,520.39,4,0,2081.56,488.13,0.2345,周伟,支付宝
ORD-202500294,2025-10-11,2025-10-12,专线物流,华南,佛山,C01056,胡涛,企业客户,电子产品,智能手表,712.92,13,0,9267.96,1335.51,0.1441,刘洋,信用卡
ORD-202500682,2025-10-11,2025-10-16,标准快递,华东,宁波,C01196,刘勇勇,教育机构,办公用品,签字笔,86.49,18,0.1,1401.14,-121.2,-0.0865,张明,支付宝
ORD-202500345,2025-10-12,2025-10-18,标准快递,东北,大连,C01072,周强勇,企业客户,家居用品,电风扇,2828.31,40,0.15,96162.54,27521.72,0.2862,刘洋,信用卡
ORD-202500364,2025-10-12,2025-10-15,京东物流,东北,大连,C01193,胡敏,个人消费者,家居用品,电风扇,2319.3,36,0.1,75145.32,17531.4,0.2333,吴敏,微信支付
ORD-202400272,2025-10-13,2025-10-14,标准快递,东北,哈尔滨,C01028,周敏,个人消费者,食品饮料,矿泉水,55.25,16,0,884.0,51.01,0.0577,周伟,支付宝
ORD-202400786,2025-10-13,2025-10-18,自提,华南,深圳,C01143,黄伟,政府机构,办公用品,订书机,492.73,16,0.25,5912.76,1943.52,0.3287,张明,支付宝
ORD-202400502,2025-10-14,2025-10-20,专线物流,华北,天津,C01156,徐超丽,企业客户,家居用品,台灯,420.69,2,0.3,588.97,104.6,0.1776,赵强,对公转账
ORD-202400569,2025-10-14,2025-10-17,京东物流,东北,长春,C01026,朱芳,教育机构,服装鞋帽,围巾,1723.79,22,0.1,34131.04,689.45,0.0202,郑丽,货到付款
ORD-202500419,2025-10-14,2025-10-20,标准快递,华南,佛山,C01037,孙洋,企业客户,办公用品,文件夹,187.2,2,0.15,318.24,83.54,0.2625,周伟,信用卡
ORD-202400278,2025-10-15,2025-10-18,标准快递,华东,苏州,C01068,赵杰娟,企业客户,电子产品,平板电脑,6289.77,31,0.2,155986.3,47217.05,0.3027,孙磊,货到付款
ORD-202500290,2025-10-15,2025-10-16,标准快递,东北,大连,C01130,王磊磊,教育机构,家居用品,空气净化器,2002.8,26,0,52072.8,17100.71,0.3284,孙磊,银行卡
ORD-202500367,2025-10-16,2025-10-18,京东物流,东北,长春,C01113,刘勇杰,个人消费者,家居用品,空气净化器,2572.25,32,0.1,74080.8,3829.98,0.0517,王芳,微信支付
ORD-202500705,2025-10-16,2025-10-17,京东物流,东北,哈尔滨,C01135,黄强敏,教育机构,家居用品,收纳盒,2751.96,14,0.1,34674.7,-436.9,-0.0126,陈静,对公转账
ORD-202400320,2025-10-17,2025-10-20,自提,东北,沈阳,C01030,王敏,教育机构,服装鞋帽,T恤,1340.84,42,0,56315.28,-4409.49,-0.0783,周伟,信用卡
ORD-202400439,2025-10-17,2025-10-23,京东物流,西南,昆明,C01106,徐磊静,政府机构,办公用品,签字笔,272.14,6,0.2,1306.27,50.29,0.0385,刘洋,微信支付
ORD-202500021,2025-10-17,2025-10-19,顺丰速运,华北,济南,C01122,李涛洋,教育机构,电子产品,耳机,6204.93,4,0.1,22337.75,5702.83,0.2553,赵强,支付宝
ORD-202400882,2025-10-18,2025-10-23,京东物流,华东,苏州,C01112,马超,个人消费者,电子产品,智能手机,3109.37,37,0,115046.69,-1449.59,-0.0126,陈静,货到付款
ORD-202500944,2025-10-18,2025-10-24,标准快递,东北,沈阳,C01119,胡涛,教育机构,电子产品,智能手机,4616.17,1,0.3,3231.32,-64.3,-0.0199,李华,货到付款
ORD-202400165,2025-10-19,2025-10-20,顺丰速运,西南,成都,C01162,黄强静,政府机构,电子产品,移动电源,5362.31,49,0,262753.19,22491.67,0.0856,王芳,支付宝
ORD-202400975,2025-10-19,2025-10-21,标准快递,东北,大连,C01084,王芳,个人消费者,服装鞋帽,T恤,52.73,23,0.3,848.95,286.52,0.3375,孙磊,货到付款
ORD-202500219,2025-10-19,2025-10-23,专线物流,华中,武汉,C01121,周强,教育机构,办公用品,笔记本,314.51,37,0,11636.87,3356.07,0.2884,吴敏,货到付款
ORD-202500227,2025-10-19,2025-10-26,专线物流,华南,福州,C01036,张强,个人消费者,家居用品,空气净化器,188.41,46,0.1,7800.17,-155.22,-0.0199,周伟,银行卡
ORD-202500341,2025-10-19,2025-10-20,顺丰速运,西南,重庆,C01076,胡杰,政府机构,电子产品,笔记本电脑,7801.95,8,0,62415.6,9218.78,0.1477,刘洋,银行卡
ORD-202400154,2025-10-20,2025-10-26,专线物流,华中,合肥,C01194,张娜涛,政府机构,办公用品,白板,211.08,10,0.1,1899.72,131.84,0.0694,赵强,信用卡
ORD-202500766,2025-10-20,2025-10-25,京东物流,华北,青岛,C01179,黄洋,个人消费者,服装鞋帽,T恤,827.26,12,0.05,9430.76,621.49,0.0659,陈静,支付宝
ORD-202400666,2025-10-21,2025-10-25,标准快递,华北,太原,C01117,杨超,教育机构,服装鞋帽,裤子,1975.67,33,0.1,58677.4,-1977.43,-0.0337,刘洋,支付宝
ORD-202400778,2025-10-21,2025-10-26,自提,华东,杭州,C01193,胡敏,个人消费者,服装鞋帽,帽子,1174.87,4,0.3,3289.64,443.44,0.1348,张明,对公转账
ORD-202400873,2025-10-21,2025-10-28,京东物流,东北,沈阳,C01059,杨敏超,政府机构,服装鞋帽,背包,1956.26,42,0.1,73946.63,17577.11,0.2377,赵强,银行卡
ORD-202500066,2025-10-21,2025-10-28,标准快递,东北,沈阳,C01136,张磊静,企业客户,食品饮料,茶叶,28.82,26,0,749.32,227.12,0.3031,张明,银行卡
ORD-202500425,2025-10-21,2025-10-24,专线物流,华南,佛山,C01199,徐丽,政府机构,家居用品,加湿器,352.69,42,0.2,11850.38,415.95,0.0351,张明,信用卡
ORD-202500695,2025-10-21,2025-10-23,自提,西南,贵阳,C01017,吴杰,企业客户,食品饮料,咖啡,104.59,25,0.05,2484.01,342.05,0.1377,赵强,银行卡
ORD-202400195,2025-10-22,2025-10-28,专线物流,西北,银川,C01131,杨伟强,教育机构,办公用品,碎纸机,218.08,1,0,218.08,3.58,0.0164,郑丽,对公转账
ORD-202400551,2025-10-22,2025-10-28,顺丰速运,华东,上海,C01170,陈娟洋,政府机构,家居用品,扫地机器人,442.58,38,0,16818.04,4048.1,0.2407,孙磊,信用卡
ORD-202400695,2025-10-22,2025-10-27,京东物流,华东,宁波,C01099,王超,政府机构,电子产品,充电器,7343.79,43,0.05,299993.82,4139.91,0.0138,陈静,货到付款
ORD-202400833,2025-10-22,2025-10-23,标准快递,华北,北京,C01059,杨敏超,政府机构,办公用品,碎纸机,253.37,35,0,8867.95,2248.91,0.2536,李华,支付宝
ORD-202500937,2025-10-22,2025-10-27,顺丰速运,华南,东莞,C01046,王勇强,教育机构,电子产品,耳机,5716.52,26,0,148629.52,14283.3,0.0961,郑丽,微信支付
ORD-202500244,2025-10-23,2025-10-25,顺丰速运,华南,佛山,C01168,刘杰艳,教育机构,家居用品,台灯,657.36,28,0,18406.08,971.84,0.0528,王芳,信用卡
ORD-202500776,2025-10-23,2025-10-27,京东物流,西南,昆明,C01125,刘涛强,教育机构,食品饮料,乳制品,113.06,2,0.3,158.28,7.0,0.0442,赵强,银行卡
ORD-202400134,2025-10-25,2025-10-28,顺丰速运,西北,兰州,C01050,杨磊,个人消费者,电子产品,充电器,2730.04,19,0.3,36309.53,7388.99,0.2035,周伟,对公转账
ORD-202400610,2025-10-25,2025-10-26,自提,华东,苏州,C01117,杨超,教育机构,办公用品,文件夹,353.14,37,0.3,9146.33,-814.02,-0.089,周伟,微信支付
ORD-202500739,2025-10-25,2025-10-28,顺丰速运,华东,南京,C01199,徐丽,政府机构,服装鞋帽,T恤,1722.78,21,0,36178.38,3758.93,0.1039,孙磊,货到付款
ORD-202500880,2025-10-25,2025-10-27,标准快递,华东,合肥,C01002,赵娜,个人消费者,服装鞋帽,外套,688.92,39,0,26867.88,1894.19,0.0705,郑丽,支付宝
ORD-202400702,2025-10-26,2025-11-02,京东物流,华南,厦门,C01035,胡静超,企业客户,食品饮料,乳制品,188.07,29,0.2,4363.22,1278.86,0.2931,郑丽,微信支付
ORD-202400759,2025-10-26,2025-10-30,顺丰速运,东北,大连,C01190,张强敏,教育机构,办公用品,打印纸,23.3,22,0.15,435.71,98.6,0.2263,孙磊,对公转账
ORD-202400794,2025-10-26,2025-11-01,专线物流,华东,合肥,C01097,刘丽芳,政府机构,电子产品,移动电源,6537.65,29,0,189591.85,11148.0,0.0588,周伟,银行卡
ORD-202400219,2025-10-27,2025-10-30,顺丰速运,华南,东莞,C01167,王敏强,企业客户,电子产品,充电器,2915.46,6,0.1,15743.48,3132.95,0.199,周伟,支付宝
ORD-202400830,2025-10-27,2025-10-28,专线物流,华南,深圳,C01097,刘丽芳,政府机构,家居用品,加湿器,2593.61,26,0.05,64062.17,2415.14,0.0377,陈静,微信支付
ORD-202400868,2025-10-27,2025-11-01,专线物流,华北,北京,C01027,吴芳磊,教育机构,电子产品,笔记本电脑,3318.22,50,0.3,116137.7,14493.98,0.1248,王芳,对公转账
ORD-202500679,2025-10-27,2025-11-01,专线物流,西北,兰州,C01013,徐强涛,个人消费者,电子产品,耳机,1479.35,15,0,22190.25,181.96,0.0082,孙磊,对公转账
ORD-202500013,2025-10-29,2025-11-03,标准快递,东北,哈尔滨,C01111,黄洋,教育机构,食品饮料,乳制品,28.85,19,0.1,493.33,89.1,0.1806,周伟,货到付款
ORD-202500993,2025-10-29,2025-10-31,专线物流,西南,成都,C01097,刘丽芳,政府机构,食品饮料,果汁,177.04,44,0,7789.76,867.78,0.1114,王芳,支付宝
ORD-202500967,2025-10-31,2025-11-03,专线物流,西南,南宁,C01176,刘伟伟,企业客户,家居用品,电风扇,1096.75,49,0.05,51053.71,15785.81,0.3092,王芳,银行卡
ORD-202400403,2025-11-01,2025-11-08,自提,华北,太原,C01138,胡磊,个人消费者,办公用品,打印纸,81.62,42,0.3,2399.63,33.83,0.0141,陈静,对公转账
ORD-202500988,2025-11-01,2025-11-03,标准快递,西北,西安,C01051,张磊娟,个人消费者,电子产品,智能手表,7792.81,24,0.3,130919.21,22400.28,0.1711,王芳,货到付款
ORD-202500078,2025-11-02,2025-11-07,自提,华东,杭州,C01200,吴伟,教育机构,家居用品,空气净化器,1175.16,29,0.3,23855.75,3127.49,0.1311,李华,微信支付
ORD-202400497,2025-11-03,2025-11-09,自提,华中,合肥,C01040,胡勇,政府机构,服装鞋帽,背包,1269.77,15,0.15,16189.57,132.75,0.0082,郑丽,银行卡
ORD-202500726,2025-11-03,2025-11-08,专线物流,西北,银川,C01164,周强,教育机构,电子产品,耳机,2399.6,35,0.1,75587.4,12146.9,0.1607,王芳,微信支付
